GVP_Index,GVP_ID,GVP_Name,lat,lon,Waste_Tonnes,Assigned_SCTP_ID,SCTP_ID,SCTP_Name,geometry
238,237,SANTOSHI MAATA TEMPLE,17.370356,78.524586,0.03,17,17,Singareni Colony,POINT (78.524586 17.370356)
239,238,Boys Hostel C5,17.369059,78.528227,0.33,17,17,Singareni Colony,POINT (78.528227 17.369059)
240,239,Dwaraka Puram Main Road 5A,17.373047,78.526582,0.13,17,17,Singareni Colony,POINT (78.526582 17.373047)
241,240,Vikas Nagar Colony Right Side Nala,17.371495,78.52933,0.63,17,17,Singareni Colony,POINT (78.52933 17.371495)
242,241,Fruit Market Chaitanya Puri,17.36851,78.535624,0.53,1,1,Devender Nagar,POINT (78.535624 17.36851)
243,242,VRK SILKS REDDY BROTHER S LANE,17.35763,78.529175,0.76,17,17,Singareni Colony,POINT (78.529175 17.35763)
244,243,Krishna Nagar Grave Yard,17.366048,78.529823,0.16,17,17,Singareni Colony,POINT (78.529823 17.366048)
245,244,Red Cross Road Mythri Nagar,17.364276,78.522922,0.83,17,17,Singareni Colony,POINT (78.522922 17.364276)
246,245,KALLU COMPUND,17.3597441,78.5259464,0.6,17,17,Singareni Colony,POINT (78.5259464 17.3597441)
247,246,5 rs MEAL POINT,17.36835,78.525007,1.46,17,17,Singareni Colony,POINT (78.525007 17.36835)
248,247,Kodadam Ram Nagar,17.3595714,78.5244604,0.7,17,17,Singareni Colony,POINT (78.5244604 17.3595714)
249,248,Paneeniya Institute Of Dental College,17.3575812,78.5292225,0.73,17,17,Singareni Colony,POINT (78.5292225 17.3575812)
250,249,Hotel Dream Point_C6,17.36190814,78.51107725,0.46,17,17,Singareni Colony,POINT (78.51107725 17.36190814)
251,250,Pallavi Point Saidabad,17.36185612,78.50585773,0.13,17,17,Singareni Colony,POINT (78.50585773 17.36185612)
252,251,Childrens Jail,17.36140762,78.50934703,1.2,17,17,Singareni Colony,POINT (78.50934703 17.36140762)
253,252,Current Office Saidabad,17.36424981,78.50174547,1.63,6,6,IBT,POINT (78.50174547 17.36424981)
254,253,Gaddi Annaram,17.36780151,78.52186541,1.3,17,17,Singareni Colony,POINT (78.52186541 17.36780151)
255,254,Anna Wines Saidabad,17.35881319,78.51862827,0.5,17,17,Singareni Colony,POINT (78.51862827 17.35881319)
256,255,Shiva Ganga Theater Point Saidabad,17.36136404,78.52259729,0.76,17,17,Singareni Colony,POINT (78.52259729 17.36136404)
257,256,Shankeswar Bazar Saidabad,17.35914711,78.52352627,1.53,17,17,Singareni Colony,POINT (78.52352627 17.35914711)
258,257,Dr Sathyanarayana point,17.36114107,78.50645859,0.16,17,17,Singareni Colony,POINT (78.50645859 17.36114107)
259,258,Qadri Masjid Saidabad,17.36088794,78.51551022,0.33,17,17,Singareni Colony,POINT (78.51551022 17.36088794)
260,259,Chicken Point Asmangarh,17.36853307,78.5137671,0.86,17,17,Singareni Colony,POINT (78.5137671 17.36853307)
261,260,Red Cross Point,17.364207,78.522246,0.36,17,17,Singareni Colony,POINT (78.522246 17.364207)
262,261,GoShaala_C6,17.35808603,78.51653222,1.4,17,17,Singareni Colony,POINT (78.51653222 17.35808603)
263,262,Ekalavya Nagar Saidabad,17.452555,78.3599819,0.66,11,11,Jubilee Hills Road No 51,POINT (78.3599819 17.452555)
264,263,APAU Colony,17.36591359,78.51913283,0.66,17,17,Singareni Colony,POINT (78.51913283 17.36591359)
265,264,Vegetables Kaman Jayanagar park,17.35916818,78.51788853,1.46,17,17,Singareni Colony,POINT (78.51788853 17.35916818)
266,265,water tank saidabad,17.35898496,78.50968457,1.33,17,17,Singareni Colony,POINT (78.50968457 17.35898496)
267,266,Sairam Colony Swimming Pool,17.36008589,78.52121294,1.23,17,17,Singareni Colony,POINT (78.52121294 17.36008589)
268,267,Bala swamy park SBH GA2 colony,17.36208597,78.51759905,1.13,17,17,Singareni Colony,POINT (78.51759905 17.36208597)
269,268,Madhav Nagar,17.36347918,78.5114589,0.46,17,17,Singareni Colony,POINT (78.5114589 17.36347918)
270,269,Poosalbasthi Point,17.35839804,78.50914232,1.5,17,17,Singareni Colony,POINT (78.50914232 17.35839804)
271,270,Colony Home Ground Point,17.36178498,78.5203529,0.4,17,17,Singareni Colony,POINT (78.5203529 17.36178498)
272,271,Karanbagh,17.361971,78.515683,0.76,17,17,Singareni Colony,POINT (78.515683 17.361971)
273,272,Kalyan Nagar chicken Point,17.364163,78.520211,0.7,17,17,Singareni Colony,POINT (78.520211 17.364163)
274,273,5Rs meals,17.35795592,78.50605074,0.8,17,17,Singareni Colony,POINT (78.50605074 17.35795592)
275,274,Swimming pool Jayanagar,17.35978432,78.5162814,0.83,17,17,Singareni Colony,POINT (78.5162814 17.35978432)
276,275,Junction Point Goutham Model School,17.36724381,78.51472917,1.63,17,17,Singareni Colony,POINT (78.51472917 17.36724381)
277,276,Andhra Bank Colony Asmangarh,17.36832409,78.51670687,1.4,17,17,Singareni Colony,POINT (78.51670687 17.36832409)
278,277,Revenue Colony,17.36664622,78.51849306,0.86,17,17,Singareni Colony,POINT (78.51849306 17.36664622)
279,278,Pushpa Apartment Lokayuktha Park,17.3583805,78.5090612,1.16,17,17,Singareni Colony,POINT (78.5090612 17.3583805)
280,279,Ramalayam Kaman Point Sidabad,17.36047055,78.51365614,0.36,17,17,Singareni Colony,POINT (78.51365614 17.36047055)
281,280,Dogs Point Saidabad,17.35787473,78.51111173,1.53,17,17,Singareni Colony,POINT (78.51111173 17.35787473)
282,281,Vivekananda High School wall,17.37330469,78.51480898,0.03,17,17,Singareni Colony,POINT (78.51480898 17.37330469)
283,282,Aurora Eng College,17.37594394,78.51631437,0.76,17,17,Singareni Colony,POINT (78.51631437 17.37594394)
284,283,Beside Vivekananda School,17.37248175,78.51469502,0.16,17,17,Singareni Colony,POINT (78.51469502 17.37248175)
285,284,MRR Bar,17.36986129,78.52349743,1.26,17,17,Singareni Colony,POINT (78.52349743 17.36986129)
286,285,Siripuram colony,17.37657627,78.51316322,1.26,17,17,Singareni Colony,POINT (78.51316322 17.37657627)
287,286,Race Course Wall,17.37879005,78.51133655,1.33,6,6,IBT,POINT (78.51133655 17.37879005)
288,287,Saleemnagar Paalabooth,17.37642118,78.51160487,0.93,17,17,Singareni Colony,POINT (78.51160487 17.37642118)
289,288,Baladanamma Bsati,17.37459728,78.51438359,1.0,17,17,Singareni Colony,POINT (78.51438359 17.37459728)
290,289,Ex corporator office Lane,17.37348721,78.51436009,0.8,17,17,Singareni Colony,POINT (78.51436009 17.37348721)
291,290,Chicken Pt Moosarambagh,17.37389993,78.51117029,1.63,17,17,Singareni Colony,POINT (78.51117029 17.37389993)
292,291,Axis Bank,17.36910963,78.51902973,0.56,17,17,Singareni Colony,POINT (78.51902973 17.36910963)
293,292,Graveyard Musarambagh,17.37718956,78.51519616,1.0,17,17,Singareni Colony,POINT (78.51519616 17.37718956)
294,293,Honda Show Room,17.372192,78.51006258,0.43,17,17,Singareni Colony,POINT (78.51006258 17.372192)
295,294,Gunj Gate-2,17.37520533,78.50410149,0.76,6,6,IBT,POINT (78.50410149 17.37520533)
296,295,Ward Office Friends Colony,17.37785758,78.51854841,1.0,17,17,Singareni Colony,POINT (78.51854841 17.37785758)
297,296,Bhashyam School Musarambagh,17.3728822,78.52432194,0.63,17,17,Singareni Colony,POINT (78.52432194 17.3728822)
298,297,SBI colony Nalah Point,17.37701744,78.51972338,0.93,17,17,Singareni Colony,POINT (78.51972338 17.37701744)
299,298,Mir Chaman Point,17.37533895,78.50940335,1.26,6,6,IBT,POINT (78.50940335 17.37533895)
300,299,Bai Bonda,17.371449,78.51400915,0.56,17,17,Singareni Colony,POINT (78.51400915 17.371449)
301,300,SBI Colony Current office Musarambagh,17.37531423,78.51823186,0.83,17,17,Singareni Colony,POINT (78.51823186 17.37531423)
302,301,Saleemnagar Reliance,17.37288866,78.50781178,0.6,6,6,IBT,POINT (78.50781178 17.37288866)
303,302,TeegalaGuda C&D point,17.383577,78.511789,1.4,6,6,IBT,POINT (78.511789 17.383577)
304,303,Afzal Nagar Community Hall Opposite,17.3619331,78.5175392,1.53,17,17,Singareni Colony,POINT (78.5175392 17.3619331)
305,304,Indian Oil Petrol Bunk,17.37949472,78.51645448,1.4,17,17,Singareni Colony,POINT (78.51645448 17.37949472)
306,305,TeegalaGuda Electrical  Junction,17.38050629,78.51518824,0.96,17,17,Singareni Colony,POINT (78.51518824 17.38050629)
307,306,Hi Tech Function hall Afzal Nagar,17.3851968,78.5084376,0.53,6,6,IBT,POINT (78.5084376 17.3851968)
308,307,Maharaja Hotel Old Malakpet,17.38534304,78.5059515,0.36,6,6,IBT,POINT (78.5059515 17.38534304)
309,308,Ganji Point,17.375677,78.50585,0.4,6,6,IBT,POINT (78.50585 17.375677)
310,309,Al Hasanat Masjid opposite,17.38424447,78.51104218,0.2,6,6,IBT,POINT (78.51104218 17.38424447)
311,310,Old Malakpet railway track,17.37750041,78.49554415,1.2,6,6,IBT,POINT (78.49554415 17.37750041)
312,311,Chinthachettu Riksha Point,17.38255739,78.49861329,0.1,6,6,IBT,POINT (78.49861329 17.38255739)
313,312,Shankar Nagar Old Malakpet,17.38057791,78.49627056,0.6,6,6,IBT,POINT (78.49627056 17.38057791)
314,313,Afzal nagar Hi Tech,17.38376256,78.51010174,0.56,6,6,IBT,POINT (78.51010174 17.38376256)
315,314,Race course back side,17.38378935,78.5068796,1.6,6,6,IBT,POINT (78.5068796 17.38378935)
316,315,Bismillah Hotel Old Malakpet,17.38162868,78.50251733,0.56,6,6,IBT,POINT (78.50251733 17.38162868)
317,316,Krishna Hospital Old Malakpet,17.37957064,78.49799594,0.76,6,6,IBT,POINT (78.49799594 17.37957064)
318,317,Happy Homes Old Malakpet,17.37937141,78.5008123,1.0,6,6,IBT,POINT (78.5008123 17.37937141)
319,318,Agriculture Office Old Malakpet,17.3782932,78.50034254,0.83,6,6,IBT,POINT (78.50034254 17.3782932)
320,319,Paalabooth Busstop (Moonlite School),17.38143206,78.4994096,0.8,6,6,IBT,POINT (78.4994096 17.38143206)
321,320,Mutton Market Old Malakpet,17.37692519,78.50085136,1.0,6,6,IBT,POINT (78.50085136 17.37692519)
322,321,Basthi Dawakhana Old Malakpet,17.37823946,78.50271365,0.86,6,6,IBT,POINT (78.50271365 17.37823946)
323,322,Corporator Office Old Malakpet,17.37615029,78.50429796,0.2,6,6,IBT,POINT (78.50429796 17.37615029)
324,323,Reliance Kaman Old Malakpet,17.37506399,78.5034799,0.3,6,6,IBT,POINT (78.5034799 17.37506399)
325,324,Cellar Point Old Malakpet,17.37567409,78.49806019,1.5,6,6,IBT,POINT (78.49806019 17.37567409)
326,325,D Mart,17.37264535,78.50717051,0.23,6,6,IBT,POINT (78.50717051 17.37264535)
327,326,Samosa Kharkana,17.37130635,78.49931551,0.33,6,6,IBT,POINT (78.49931551 17.37130635)
328,327,Dilkusha Function Hall,17.36796875,78.50301756,0.5,6,6,IBT,POINT (78.50301756 17.36796875)
329,328,Current Office Akbarbagh,17.36436439,78.50753598,1.56,17,17,Singareni Colony,POINT (78.50753598 17.36436439)
330,329,Horeb Church opposite,17.36713116,78.50717967,0.23,17,17,Singareni Colony,POINT (78.50717967 17.36713116)
331,330,Eadgah,17.36472056,78.50437584,1.5,17,17,Singareni Colony,POINT (78.50437584 17.36472056)
332,331,Anand nagar X road Jaali point,17.36971719,78.50558881,0.16,6,6,IBT,POINT (78.50558881 17.36971719)
333,332,Thirumala Apartment,17.37298442,78.50156041,0.53,6,6,IBT,POINT (78.50156041 17.37298442)
334,333,Chicken Paltan,17.3720829,78.50303465,1.06,6,6,IBT,POINT (78.50303465 17.3720829)
335,334,RSS Ground,17.37164895,78.50485989,0.96,6,6,IBT,POINT (78.50485989 17.37164895)
336,335,Aanand Nagar Servicing center,17.37202151,78.50610466,0.63,6,6,IBT,POINT (78.50610466 17.37202151)
337,336,Sapota Bagh,17.365308,78.511956,0.96,17,17,Singareni Colony,POINT (78.511956 17.365308)
338,337,MDA vidyalaya Akberbagh,17.36838168,78.50529711,1.06,6,6,IBT,POINT (78.50529711 17.36838168)
339,338,Chadharghat PS,17.37827141,78.49207157,1.36,6,6,IBT,POINT (78.49207157 17.37827141)
340,339,Kamal Nagar entrance,17.3774279,78.49062997,1.23,6,6,IBT,POINT (78.49062997 17.3774279)
341,340,Jail Gadan,17.37835168,78.49342725,0.86,6,6,IBT,POINT (78.49342725 17.37835168)
342,341,Chota Bridge bakery point,17.3791022,78.49334813,0.86,6,6,IBT,POINT (78.49334813 17.3791022)
343,342,Labour adda Dabeerpura,17.36808978,78.4858293,1.16,6,6,IBT,POINT (78.4858293 17.36808978)
344,343,Nala Point_C6,17.37465787,78.49462547,0.86,6,6,IBT,POINT (78.49462547 17.37465787)
345,344,Jatpatnagar,17.37146196,78.49244947,1.46,6,6,IBT,POINT (78.49244947 17.37146196)
346,345,Beside Dabeerpura Bridge,17.36716462,78.48873165,0.2,6,6,IBT,POINT (78.48873165 17.36716462)
347,346,Chowkondi,17.37687995,78.48946364,0.8,6,6,IBT,POINT (78.48946364 17.37687995)
348,347,Kaladera Gym Point,17.37213198,78.4964263,0.86,6,6,IBT,POINT (78.4964263 17.37213198)
349,348,Azampura ward office back side,17.37239626,78.49073314,0.96,6,6,IBT,POINT (78.49073314 17.37239626)
350,349,beside Hanuman Temple,17.37388949,78.48996903,1.4,6,6,IBT,POINT (78.48996903 17.37388949)
351,350,Dargah Galli,17.37177335,78.48928475,0.63,6,6,IBT,POINT (78.48928475 17.37177335)
352,351,TB Hospital,17.36719782,78.48965183,0.93,6,6,IBT,POINT (78.48965183 17.36719782)
353,352,Mariyam School,17.36825749,78.48733274,0.86,6,6,IBT,POINT (78.48733274 17.36825749)
354,353,Azampura Ward Office opposite,17.37160679,78.4910774,1.06,6,6,IBT,POINT (78.4910774 17.37160679)
355,354,Mote masjid,17.375021,78.493788,1.56,6,6,IBT,POINT (78.493788 17.375021)
356,355,Chadarghat Gas pmp,17.37745982,78.48938727,0.66,6,6,IBT,POINT (78.48938727 17.37745982)
357,356,Azampura C Colony,17.37503669,78.49384412,1.2,6,6,IBT,POINT (78.49384412 17.37503669)
358,357,Hanuman Temple 1,17.37348153,78.48994638,0.4,6,6,IBT,POINT (78.48994638 17.37348153)
359,358,Chanchalguda Jail,17.36555703,78.49804475,1.0,6,6,IBT,POINT (78.49804475 17.36555703)
360,359,Chanchalguda Jr College,17.36607994,78.49673413,0.8,6,6,IBT,POINT (78.49673413 17.36607994)
361,360,Abdar Khana city function hall,17.36643744,78.49473899,0.7,6,6,IBT,POINT (78.49473899 17.36643744)
362,361,BiBi Cancer Hospital,17.37031443,78.5001453,1.1,6,6,IBT,POINT (78.5001453 17.37031443)
363,362,Rasheeda Function Hall,17.36116352,78.49297268,1.46,6,6,IBT,POINT (78.49297268 17.36116352)
364,363,CC Road Pt,17.36182551,78.50031381,0.8,6,6,IBT,POINT (78.50031381 17.36182551)
365,364,Star tailor Pt,17.36061096,78.49762359,0.56,6,6,IBT,POINT (78.49762359 17.36061096)
366,365,Bakery Pt,17.36157696,78.49736396,0.53,6,6,IBT,POINT (78.49736396 17.36157696)
367,366,Dabirpura Bridge,17.36684531,78.49068768,1.56,6,6,IBT,POINT (78.49068768 17.36684531)
368,367,Sucess School,17.36706585,78.48451996,1.16,6,6,IBT,POINT (78.48451996 17.36706585)
369,368,Nagabowli Pt,17.3666339,78.488771,0.13,6,6,IBT,POINT (78.488771 17.3666339)
370,369,Matha Kidki,17.3660555,78.4859466,1.63,6,6,IBT,POINT (78.4859466 17.3660555)
371,370,Dhobikundi Bin point,17.36435596,78.4845385,0.5,6,6,IBT,POINT (78.4845385 17.36435596)
372,371,Fancy Ice Cream Pt,17.36345017,78.48484016,1.26,6,6,IBT,POINT (78.48484016 17.36345017)
373,372,Patang dabba,17.36629518,78.48422399,0.23,6,6,IBT,POINT (78.48422399 17.36629518)
374,373,Bibi Ka alava,17.36567268,78.48649568,1.4,6,6,IBT,POINT (78.48649568 17.36567268)
375,374,Dabirpura PS,17.36689157,78.48896712,0.56,6,6,IBT,POINT (78.48896712 17.36689157)
376,375,Afreen Palace,17.36451644,78.48694762,0.06,6,6,IBT,POINT (78.48694762 17.36451644)
377,376,Band Pentaiah,17.36266959,78.48630324,0.63,6,6,IBT,POINT (78.48630324 17.36266959)
378,377,Reverse Galli,17.266812,78.490146,1.66,9,9,Bandlaguda,POINT (78.490146 17.266812)
379,378,Madanapet Fish Market Point,17.35773165,78.50377256,0.7,17,17,Singareni Colony,POINT (78.50377256 17.35773165)
380,379,3 Temple Chatri Point,17.36185124,78.50176477,1.2,17,17,Singareni Colony,POINT (78.50176477 17.36185124)
381,380,Madanapet Old Ps Ch 185,17.35899067,78.49969597,1.13,17,17,Singareni Colony,POINT (78.49969597 17.35899067)
382,381,Basti Dawakhana Madanapet,17.35888884,78.50363844,1.56,17,17,Singareni Colony,POINT (78.50363844 17.35888884)
383,382,Street No 6 Nala Singareni Colony CH 214,17.35306173,78.51969826,0.86,17,17,Singareni Colony,POINT (78.51969826 17.35306173)
384,383,Petrol Pump Saraswati Nagar Singareni Colony CH 213,17.35864172,78.52190889,1.1,17,17,Singareni Colony,POINT (78.52190889 17.35864172)
385,384,Vijaya Garden Opposite Nursery Champapet Main Road,17.34733786,78.51855793,0.33,17,17,Singareni Colony,POINT (78.51855793 17.34733786)
386,385,RTC Kaman Near Water Tank APSRTC Colony Champapet CH 209,17.34537388,78.52158876,1.13,17,17,Singareni Colony,POINT (78.52158876 17.34537388)
387,386,Ramchander Nagar Temple Ch 220,17.35110571,78.49751676,0.6,17,17,Singareni Colony,POINT (78.49751676 17.35110571)
388,387,Bandnaka Point Ch 221,17.34842878,78.49769713,1.03,17,17,Singareni Colony,POINT (78.49769713 17.34842878)
389,388,Crida Main Road Second Point Ch 737,17.361861,78.51149,1.4,17,17,Singareni Colony,POINT (78.51149 17.361861)
390,389,Crida Main Road Near Redaan Hotel Ch 747,17.3516,78.50484345,0.73,17,17,Singareni Colony,POINT (78.50484345 17.3516)
391,390,Mekala Mandi CH 180,17.34665823,78.48228286,1.63,6,6,IBT,POINT (78.48228286 17.34665823)
392,391,Shishu Mandir School Back Side CH 178,17.3487263,78.48081099,1.5,6,6,IBT,POINT (78.48081099 17.3487263)
393,392,Shishu Mandir School Front Side CH 177,17.34873822,78.48027221,1.66,6,6,IBT,POINT (78.48027221 17.34873822)
394,393,Sulthan Shai CH 176,17.34820062,78.48358875,1.36,6,6,IBT,POINT (78.48358875 17.34820062)
395,394,Chota phool CH 142,17.35770623,78.49010786,0.16,6,6,IBT,POINT (78.49010786 17.35770623)
396,395,Chunne Ki Bhatti CH 139,17.3602243,78.4888641,1.4,6,6,IBT,POINT (78.4888641 17.3602243)
397,396,Murtuja Chaman Ground Ch 145,17.35887718,78.48788452,1.2,6,6,IBT,POINT (78.48788452 17.35887718)
398,397,Zafar Road CH 138,17.36100963,78.48994595,0.33,6,6,IBT,POINT (78.48994595 17.36100963)
399,398,Lalitha Bhag Railway Bridge Front Side CH 172,17.34611051,78.48660542,0.53,6,6,IBT,POINT (78.48660542 17.34611051)
400,399,Laxmi Narasimha Bar CH 174,17.34789731,78.48442866,0.03,6,6,IBT,POINT (78.48442866 17.34789731)
401,400,Shahjahan Point Ch 159,17.35396199,78.48347397,0.16,6,6,IBT,POINT (78.48347397 17.35396199)
402,401,KHADRI CHAMAN DARGA,17.336765,78.474608,1.03,9,9,Bandlaguda,POINT (78.474608 17.336765)
403,402,CHAND HOTEL,17.336866,78.47278,0.7,9,9,Bandlaguda,POINT (78.47278 17.336866)
404,403,Falaknuma Railway Station Point,17.333366,78.4740383,1.16,9,9,Bandlaguda,POINT (78.4740383 17.333366)
405,404,ENGINE BOWLI GANDHI NAGAR,17.337499,78.468153,0.63,8,8,Mir Alam Tank,POINT (78.468153 17.337499)
406,405,LIMRA HOTEL,17.332508,78.470569,0.56,9,9,Bandlaguda,POINT (78.470569 17.332508)
407,406,NIMRA MASJID,17.334588,78.478832,0.53,9,9,Bandlaguda,POINT (78.478832 17.334588)
408,407,FALUKNAMA CURRENT OFFICE,17.33082,78.470116,1.13,9,9,Bandlaguda,POINT (78.470116 17.33082)
409,408,FALAKNUMA PS OPP,17.3375,78.467863,1.03,8,8,Mir Alam Tank,POINT (78.467863 17.3375)
410,409,WINES POINT RAJANNA BAI,17.338875,78.473184,0.23,8,8,Mir Alam Tank,POINT (78.473184 17.338875)
411,410,FALUKNAMA POST OFFICE,17.336812,78.46938,0.16,8,8,Mir Alam Tank,POINT (78.46938 17.336812)
412,411,SHIVAJI STATUE NEAR SHIVALAYAM,17.339621,78.487197,1.6,9,9,Bandlaguda,POINT (78.487197 17.339621)
413,412,SHIVAJI NAGAR BRIDGE,17.339494,78.487454,0.4,9,9,Bandlaguda,POINT (78.487454 17.339494)
414,413,PARVATHI NAGAR,17.337038,78.48434,0.1,9,9,Bandlaguda,POINT (78.48434 17.337038)
415,414,SHIVAJINAGAR SMALL BRIDGE,17.337561,78.48684,1.53,9,9,Bandlaguda,POINT (78.48684 17.337561)
416,415,ARUNDATHI COLONY BRIDGE,17.340645,78.49018,1.23,17,17,Singareni Colony,POINT (78.49018 17.340645)
417,416,SADATH NAGAR POINT,17.336476,78.484197,1.2,9,9,Bandlaguda,POINT (78.484197 17.336476)
418,417,MAHANKALI TEMPLE UPPUGUDA,17.342298,78.486414,1.66,6,6,IBT,POINT (78.486414 17.342298)
419,418,UPPUGUDA BANODAYA SANGAM,17.338042,78.482133,0.76,9,9,Bandlaguda,POINT (78.482133 17.338042)
420,419,KANDIKAL GATE COMPOUND,17.337707,78.48037,0.7,9,9,Bandlaguda,POINT (78.48037 17.337707)
421,420,STATION ROAD,17.341325,78.483034,1.63,9,9,Bandlaguda,POINT (78.483034 17.341325)
422,421,GULSHAN IQBAL COLONY,17.331681,78.487328,0.1,9,9,Bandlaguda,POINT (78.487328 17.331681)
423,422,INDIRA NAGAR,17.323957,78.476051,0.76,9,9,Bandlaguda,POINT (78.476051 17.323957)
424,423,DASTAGIRI NAGAR SCRAP POINT,17.320822,78.471093,1.3,9,9,Bandlaguda,POINT (78.471093 17.320822)
425,424,BANDLAGUDA NOORI SHAH DARGA,17.310631,78.467348,0.4,9,9,Bandlaguda,POINT (78.467348 17.310631)
426,425,MARKET POINT BANDLAGUDA,17.319681,78.467291,0.96,9,9,Bandlaguda,POINT (78.467291 17.319681)
427,426,PEACE SCHOOL,17.351358,78.494561,0.26,17,17,Singareni Colony,POINT (78.494561 17.351358)
428,427,KHANKHAN HOTEL,17.3473833,78.490471,0.56,6,6,IBT,POINT (78.490471 17.3473833)
429,428,RAJEEV GRAVEYARD,17.342448,78.492035,1.56,17,17,Singareni Colony,POINT (78.492035 17.342448)
430,429,JAMAL COLONY,17.342337,78.494277,0.36,17,17,Singareni Colony,POINT (78.494277 17.342337)
431,430,RELIANCE MARKET CHANDRAYNAGUTTA X ROADS,17.325616,78.477607,1.6,9,9,Bandlaguda,POINT (78.477607 17.325616)
432,431,SUNNY GARDENS,17.33085271,78.48728592,0.4,9,9,Bandlaguda,POINT (78.48728592 17.33085271)
433,432,MASOODA JN POINT,17.34460714,78.49567763,0.66,17,17,Singareni Colony,POINT (78.49567763 17.34460714)
434,433,AKBER NAGAR NALA,17.346883,78.49174166,0.43,17,17,Singareni Colony,POINT (78.49174166 17.346883)
435,434,BARKAS JN,17.31604063,78.48531127,0.83,9,9,Bandlaguda,POINT (78.48531127 17.31604063)
436,435,Miralam Mandi Center Point,17.36569961,78.47699742,0.33,6,6,IBT,POINT (78.47699742 17.36569961)
437,436,Miralam Mandi Dargha Point,17.36591612,78.47613897,1.6,6,6,IBT,POINT (78.47613897 17.36591612)
438,437,Near PS,17.35739346,78.46469512,1.16,10,10,Ziyaguda,POINT (78.46469512 17.35739346)
439,438,Safil Road,17.36061158,78.46120034,1.26,10,10,Ziyaguda,POINT (78.46120034 17.36061158)
440,439,Laxmi Narayana Temple,17.36134464,78.46064307,0.83,10,10,Ziyaguda,POINT (78.46064307 17.36134464)
441,440,Hussaini Mahila,17.37044533,78.48799377,1.13,6,6,IBT,POINT (78.48799377 17.37044533)
442,441,Bodhki Bi Durga,17.35917806,78.46239039,1.66,10,10,Ziyaguda,POINT (78.46239039 17.35917806)
443,442,Iqbal Dewdi,17.3571488,78.46816409,0.03,6,6,IBT,POINT (78.46816409 17.3571488)
444,443,Talabkatta Main road,17.35812026,78.4800869,1.6,6,6,IBT,POINT (78.4800869 17.35812026)
445,444,Ganneki Adda Talabkatta,17.35699866,78.48208194,0.1,6,6,IBT,POINT (78.48208194 17.35699866)
446,445,Kurshidh Dewdi,17.3581877,78.46600427,0.36,10,10,Ziyaguda,POINT (78.46600427 17.3581877)
447,446,Shah Gunj Ward Office,17.36169566,78.46865852,1.63,6,6,IBT,POINT (78.46865852 17.36169566)
448,447,Dairagalli,17.35223782,78.47718381,1.0,6,6,IBT,POINT (78.47718381 17.35223782)
449,448,Ashok Pillar,17.35228212,78.47595708,0.93,6,6,IBT,POINT (78.47595708 17.35228212)
450,449,Mitti Ka Sher,17.36255922,78.47370648,1.1,6,6,IBT,POINT (78.47370648 17.36255922)
451,450,Badam Masjid Mogalpura,17.34850647,78.47788489,1.06,6,6,IBT,POINT (78.47788489 17.34850647)
452,451,Deepak,17.36805305,78.47277419,0.03,6,6,IBT,POINT (78.47277419 17.36805305)
453,452,Chune ki Dhan,17.36332148,78.47034319,0.03,6,6,IBT,POINT (78.47034319 17.36332148)
454,453,Balshetty Khet Ground,17.36937549,78.48499097,0.26,6,6,IBT,POINT (78.48499097 17.36937549)
455,454,Kalipatak,17.35132424,78.48063911,0.8,6,6,IBT,POINT (78.48063911 17.35132424)
456,455,Julonki Chaman,17.35156538,78.48184527,0.03,6,6,IBT,POINT (78.48184527 17.35156538)
457,456,Miralam Mandi inside,17.36555958,78.47826369,0.4,6,6,IBT,POINT (78.47826369 17.36555958)
458,457,Metharwadi Ujalashaw Masjith,17.34939953,78.48265673,1.36,6,6,IBT,POINT (78.48265673 17.34939953)
459,458,Fire Station,17.35976725,78.47666312,1.66,6,6,IBT,POINT (78.47666312 17.35976725)
460,459,Reddy Sangam,17.33998131,78.4725153,0.43,8,8,Mir Alam Tank,POINT (78.4725153 17.33998131)
461,460,Aasha talkis,17.3539166,78.4712964,1.63,6,6,IBT,POINT (78.4712964 17.3539166)
462,461,Charminar Depo,17.35946703,78.47409343,1.13,6,6,IBT,POINT (78.47409343 17.35946703)
463,462,Oshin School,17.3626562,78.46062333,0.4,10,10,Ziyaguda,POINT (78.46062333 17.3626562)
464,463,Beside Maheshwari school,17.36292533,78.46178319,1.2,10,10,Ziyaguda,POINT (78.46178319 17.36292533)
465,464,Puranapool pardiwada,17.3656127,78.45906285,0.9,10,10,Ziyaguda,POINT (78.45906285 17.3656127)
466,465,Qamar Hotel,17.3668899,78.46804926,0.93,6,6,IBT,POINT (78.46804926 17.3668899)
467,466,Poolbagh,17.36754928,78.46366396,1.23,10,10,Ziyaguda,POINT (78.46366396 17.36754928)
468,467,Puranapool Darwaza,17.36633233,78.45884264,0.66,10,10,Ziyaguda,POINT (78.45884264 17.36633233)
469,468,Hanuman Temple GhansiBazar,17.36954562,78.47114271,0.1,6,6,IBT,POINT (78.47114271 17.36954562)
470,469,Khilwat House Kundi,17.35802837,78.47056655,1.23,6,6,IBT,POINT (78.47056655 17.35802837)
471,470,Gajanand Point,17.3629779,78.46728852,0.1,6,6,IBT,POINT (78.46728852 17.3629779)
472,471,Rooplalbazar chaman,17.3503083,78.47137065,0.86,8,8,Mir Alam Tank,POINT (78.47137065 17.3503083)
